,SYSTEMSTOP,OBJECTID,the_geom,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,Longitude,Latitude
4263,2295,4138,POINT (-87.62490599699998 41.770867329),STATE,68TH STREET,NB,NS,29,,CHICAGO,1,State & 68th Street,-87.624906,41.77086733
4264,10360,4139,POINT (-87.74231065599997 41.773046529),CICERO,66TH STREET,SB,NS,54B,,BEDFORD PARK,1,Cicero & 66th Street,-87.74231066,41.77304653
4265,4390,4140,POINT (-87.76969325300001 41.79448075800002),ARCHER,MAYFIELD,NEB,NT,"62,62H",,CHICAGO,1,Archer & Mayfield,-87.76969325,41.79448076
4266,12889,4141,POINT (-87.72051900100001 41.694845999999984),PULASKI,109TH STREET (south leg),SB,MT,53A,,OAK LAWN,1,Pulaski & 109th Street,-87.720519,41.694846
4267,5887,4142,POINT (-87.64491964299998 41.788765399),HALSTED,58TH STREET,NB,NS,8,,CHICAGO,1,Halsted & 58th Street,-87.64491964,41.7887654
4268,1955,4143,POINT (-87.67015300100002 41.99629599999997),CLARK,ROSEMONT,NB,NS,22,N22,CHICAGO,1,Clark & Rosemont,-87.670153,41.996296
4269,17109,4144,POINT (-87.70898070099997 41.811271352999995),ARCHER,HOMAN (east leg),SWB,FT,62,N62,CHICAGO,1,Archer & Homan,-87.7089807,41.81127135
4270,4263,4145,POINT (-87.69513482899998 41.83368187000002),CALIFORNIA,33RD STREET (ship canal),SB,NS,94,,CHICAGO,1,California & 33rd Street,-87.69513483,41.83368187
4271,11133,4146,POINT (-87.71308599899999 41.95757900000001),KIMBALL,BERTEAU,SB,NS,82,,CHICAGO,1,Kimball & Berteau,-87.713086,41.957579
4272,9845,4147,POINT (-87.81896274799999 41.99183434499997),TALCOTT,OVERHILL,NWB,NS,88,,CHICAGO,1,Talcott & Overhill,-87.81896275,41.99183435
4273,5494,4148,POINT (-87.65770002300002 41.89764458299999),MILWAUKEE,RACINE,SEB,NS,56,,CHICAGO,1,Milwaukee & Racine,-87.65770002,41.89764458
4274,205,4149,POINT (-87.64725399999998 41.87549999999999),HALSTED,BLUE LINE (FOREST PARK),SB,MB,8,,CHICAGO,1,UIC-Halsted Blue Line Station,-87.647254,41.8755
4275,5042,4150,POINT (-87.653311277 41.737639444000024),RACINE,86TH STREET,NB,NS,44,,CHICAGO,1,Racine & 86th Street,-87.65331128,41.73763944
4276,11826,4151,POINT (-87.80688990800002 41.979040277000024),HARLEM,BALMORAL (north leg),NB,NS,90,,CHICAGO,1,Harlem & Balmoral,-87.80688991,41.97904028
4277,5840,4152,POINT (-87.64511255500003 41.78892322600001),HALSTED,58TH STREET,SB,NS,8,,CHICAGO,1,Halsted & 58th Street,-87.64511256,41.78892323
4278,12835,4153,POINT (-87.72431790799999 41.831085110000004),PULASKI,3400 So. (SB/FT 34th St.),SB,MB,53A,,CHICAGO,1,3400 S Pulaski,-87.72431791,41.83108511
4279,8815,4154,POINT (-87.67941000100001 41.974703999999974),DAMEN,WINONA,SB,MT,50,,CHICAGO,1,Damen & Winona,-87.67941,41.974704
4280,5566,4155,POINT (-87.71859409799998 41.936028324000006),MILWAUKEE,MONTICELLO,NWB,FS,56,,CHICAGO,1,Milwaukee & Monticello,-87.7185941,41.93602832
4281,9605,4156,POINT (-87.774830001 41.883842000000016),AUSTIN,RANDOLPH/WEST END,SB,FT,91,,OAK PARK,1,Austin & West End/Randolph,-87.77483,41.883842
4282,5196,4157,POINT (-87.65366981199998 41.74512193800001),RACINE,82ND STREET,SB,NS,44,,CHICAGO,1,Racine & 82nd Street,-87.65366981,41.74512194
4283,5239,4158,POINT (-87.57527517199998 41.717045042999985),JEFFERY,98TH STREET,SB,NS,15,,CHICAGO,1,Jeffery & 98th Street,-87.57527517,41.71704504
4284,5852,4159,POINT (-87.64461299999999 41.77080700099998),HALSTED,68TH STREET,SB,NS,8,,CHICAGO,1,Halsted & 68th Street,-87.644613,41.770807
4285,9576,4160,POINT (-87.776094 41.93303700000001),AUSTIN,GEORGE,SB,NS,91,,CHICAGO,1,Austin & George,-87.776094,41.933037
4286,8294,4161,POINT (-87.68352199899999 41.77385399999997),WESTERN,66TH STREET,SB,NS,49,N49,CHICAGO,1,Western & 66th Street,-87.683522,41.773854
4287,5359,4162,POINT (-87.64894203199998 41.949946388),BROADWAY,3726 N.(#8 terminal exit),SB,MB,36,,CHICAGO,1,3726 N Broadway,-87.64894203,41.94994639
4288,9061,4163,POINT (-87.724464001 41.83879999999999),PULASKI,30TH STREET,SB,NS,53,,CHICAGO,1,Pulaski & 30th Street,-87.724464,41.8388
4289,5547,4164,POINT (-87.68719814100001 41.916766419),MILWAUKEE,WESTERN,NWB,NS,56,,CHICAGO,1,Milwaukee & Western,-87.68719814,41.91676642
4290,10042,4165,POINT (-87.70167587200001 41.713533489999975),KEDZIE,99TH STREET,SB,NS,52A,,EVERGREEN PARK,1,Kedzie & 99th Street,-87.70167587,41.71353349
4291,3079,4166,POINT (-87.70413214199999 41.810073429),KEDZIE,46TH STREET,SB,NS,52,,CHICAGO,1,Kedzie & 46th Street,-87.70413214,41.81007343
4292,4148,4167,POINT (-87.69322399999999 41.77720900100002),CALIFORNIA,64TH STREET,NB,NS,94,,CHICAGO,1,California & 64th Street,-87.693224,41.777209
4293,11605,4168,POINT (-87.76587484700002 41.92569754800002),CENTRAL,ALTGELD,NB,NS,85,,CHICAGO,1,Central & Altgeld,-87.76587485,41.92569755
4294,2314,4169,POINT (-87.62606 41.80370499999998),STATE,5000 SOUTH,NB,MB,29,,CHICAGO,1,5000 S State,-87.62606,41.803705
4295,6160,4170,POINT (-87.66318755399999 41.744756386000006),ASHLAND,82ND STREET,NB,NS,9,N9,CHICAGO,1,Ashland & 82nd Street,-87.66318755,41.74475639
4296,5926,4171,POINT (-87.646691207 41.862210382),HALSTED,14TH PLACE,NB,NS,"8,18,N62",N62,CHICAGO,1,Halsted & 14th Place,-87.64669121,41.86221038
4297,11753,4172,POINT (-87.78579100000002 41.936398999999994),NARRAGANSETT,BARRY,NB,NS,86,,CHICAGO,1,Narragansett & Barry,-87.785791,41.936399
4298,6705,4173,POINT (-87.63917099999998 41.86999100000003),CANAL,TAYLOR,NB,FS,157,,CHICAGO,1,Canal & Taylor,-87.639171,41.869991
4299,2972,4174,POINT (-87.60521175399998 41.712748944),COTTAGE GROVE,100TH STREET,NB,NT,"4,115",,CHICAGO,1,Cottage Grove & 100th Street,-87.60521175,41.71274894
4300,2110,4175,POINT (-87.61427777799997 41.73110858199999),KING DRIVE,90TH STREET,NB,FS,3,,CHICAGO,1,King Drive & 90th Street,-87.61427778,41.73110858
4301,11280,4176,POINT (-87.71312400099998 41.96286200100002),KIMBALL,SUNNYSIDE,NB,NS,82,,CHICAGO,1,Kimball & Sunnyside,-87.713124,41.962862
4302,11908,4177,POINT (-87.699499 41.99567400000001),CALIFORNIA,ROSEMONT,NB,NS,93,,CHICAGO,1,California & Rosemont,-87.699499,41.995674
4303,8923,4178,POINT (-87.67711700000001 41.901287000000025),DAMEN,THOMAS,NB,NS,50,,CHICAGO,1,Damen & Thomas,-87.677117,41.901287
4304,7008,4179,POINT (-87.55122123299998 41.73178390099997),COMMERCIAL,90TH STREET,NB,NS,"N5,26,71,87",N5,CHICAGO,1,Commercial & 90th Street,-87.55122123,41.7317839
4305,10425,4180,POINT (-87.74826199900002 41.99560600000001),CICERO,ROSEMONT,NB,MT,54A,,CHICAGO,1,Cicero & Rosemont,-87.748262,41.995606
4306,14984,4181,POINT (-87.67709968600002 42.05198586),SHERIDAN,EMERSON,NB,MT,201,,EVANSTON,2,Sheridan & Emerson,-87.67709969,42.05198586
4307,6449,4182,POINT (-87.629842075 41.770774027000016),WENTWORTH,6800 SOUTH,NB,MB,24,,CHICAGO,1,6800 S Wentworth,-87.62984208,41.77077403
4308,8574,4183,POINT (-87.838993233 41.96669260300001),LAWRENCE,CHESTER,WB,NS,81W,,NORRIDGE,1,Lawrence & Chester,-87.83899323,41.9666926
4309,3322,4184,POINT (-87.74442334899999 41.774789048),65TH STREET,LAMON,WB,NS,165,,CHICAGO,1,65th Street & Lamon,-87.74442335,41.77478905
4310,16112,4185,POINT (-87.80830712900001 41.85010618199999),NORTH RIVERSIDE,CERMAK,NB,NS,"21,322",,NORTH RIVERSIDE,1,North Riverside & Cermak,-87.80830713,41.85010618
4311,3570,4186,POINT (-87.74670512199998 42.05358607800002),SKOKIE BLVD,FOSTER,NB,FS,"54A,97",,SKOKIE,1,Skokie Blvd & Foster,-87.74670512,42.05358608
4312,17219,4187,POINT (-87.674207534 42.01047885700001),CLARK,GREENLEAF,NB,FS,22,N22,CHICAGO,1,Clark & Greenleaf,-87.67420753,42.01047886
4313,12845,4188,POINT (-87.723690911 41.80617077800002),PULASKI,48TH STREET,SB,NS,53A,,CHICAGO,1,Pulaski & 48th Street,-87.72369091,41.80617078
4314,1102,4189,POINT (-87.62429339800002 41.891032268000004),MICHIGAN,ILLINOIS,SB,NT,"2,3,10,26,143,146,147,148,151,157",,CHICAGO,1,Michigan & Illinois,-87.6242934,41.89103227
4315,3011,4190,POINT (-87.69720899999999 41.915764000000024),CALIFORNIA,CORTLAND,SB,NS,52,,CHICAGO,1,California & Cortland,-87.697209,41.915764
4316,8570,4191,POINT (-87.83679060899999 41.96848810199998),CUMBERLAND,AINSLIE,SB,NS,81W,,NORRIDGE,1,Cumberland & Ainslie,-87.83679061,41.9684881
4317,4247,4192,POINT (-87.695764 41.859218),CALIFORNIA,16TH STREET,SB,MT,94,,CHICAGO,1,California & 16th Street,-87.695764,41.859218
4318,7550,4193,POINT (-87.62073878299998 41.68265919800001),MICHIGAN,116TH STREET,SB,NS,"34,119",N34,CHICAGO,1,Michigan & 116th Street,-87.62073878,41.6826592
4319,11674,4194,POINT (-87.76846199900001 42.00243999999998),LEHIGH,HIAWATHA,SEB,NS,85A,,CHICAGO,1,Lehigh & Hiawatha,-87.768462,42.00244
4320,5219,4195,POINT (-87.57611700000001 41.75503000100002),JEFFERY,77TH STREET,SB,FS,"J14,15",,CHICAGO,1,Jeffery & 77th Street,-87.576117,41.75503
4321,15318,4196,POINT (-87.67815778099998 42.04954482400001),CHICAGO,CLARK,SB,NS,201,,EVANSTON,2,Chicago & Clark,-87.67815778,42.04954482
4322,7554,4197,POINT (-87.62053564000001 41.67634142899999),MICHIGAN,120TH STREET,SB,NS,34,N34,CHICAGO,1,Michigan & 120th Street,-87.62053564,41.67634143
4323,11781,4198,POINT (-87.806939 41.94166800099998),HARLEM,ROSCOE,SB,NS,90,,CHICAGO,1,Harlem & Roscoe,-87.806939,41.941668
4324,4746,4199,POINT (-87.76359735900002 41.971141707000015),MILWAUKEE,METRA STATION WALKWAY,NWB,MB,"68,85,85A,92",,CHICAGO,1,Jefferson Park Metra Station Walkway,-87.76359736,41.97114171
4325,10056,4200,POINT (-87.70077005799999 41.68800244800002),KEDZIE,113TH STREET,SB,NT,52A,,CHICAGO,1,Kedzie & 113th Street,-87.70077006,41.68800245
4326,4472,4201,POINT (-87.65232829199999 41.84447157300002),ARCHER,POPLAR,SWB,NT,62,N62,CHICAGO,1,Archer & Poplar,-87.65232829,41.84447157
4327,7238,4202,POINT (-87.58508003700001 41.75099253799999),SOUTH CHICAGO,79TH STREET/STONY ISLAND,SEB,FS,30,,CHICAGO,1,South Chicago & 79th Street/Stony Island,-87.58508004,41.75099254
4328,12843,4203,POINT (-87.72378578000001 41.80978632799997),PULASKI,46TH STREET,SB,NS,53A,,CHICAGO,1,Pulaski & 46th Street,-87.72378578,41.80978633
4329,1699,4204,POINT (-87.690173286 42.00693867199999),WESTERN,MORSE(south leg),SB,NS,49B,,CHICAGO,1,Western & Morse,-87.69017329,42.00693867
4330,2422,4205,POINT (-87.625722 41.792737999999986),STATE,56TH STREET,SB,MT,29,,CHICAGO,1,State & 56th Street,-87.625722,41.792738
4331,1710,4206,POINT (-87.68969099999998 41.98687899999999),WESTERN,ARDMORE,SB,NS,49B,,CHICAGO,1,Western & Ardmore,-87.689691,41.986879
4332,10474,4207,POINT (-87.74848049299999 41.997059895999996),CICERO,DEVON,SB,FS,54A,,CHICAGO,1,Cicero & Devon,-87.74848049,41.9970599
4333,7230,4208,POINT (-87.59824137499999 41.760459458000014),SOUTH CHICAGO,74TH STREET/GREENWOOD,SEB,NS,30,,CHICAGO,1,South Chicago & 74th Street/Greenwood,-87.59824138,41.76045946
4334,4265,4209,POINT (-87.694819 41.828340001000015),CALIFORNIA,36TH STREET,SB,NS,"35,94",,CHICAGO,1,California & 36th Street,-87.694819,41.82834
4335,1362,4210,POINT (-87.70148899999998 41.986778000000015),LINCOLN,FRANCISCO,SEB,NS,11,,CHICAGO,1,Lincoln & Francisco,-87.701489,41.986778
4336,5033,4211,POINT (-87.59158851000001 41.80883902199997),LAKE PARK,47TH STREET,SB,MB,"2,6,28",,CHICAGO,1,Lake Park & 47th Street,-87.59158851,41.80883902
4337,2398,4212,POINT (-87.62665300100002 41.83292499999999),STATE,3400 SOUTH,SB,MB,"29,31",,CHICAGO,1,3400 S State,-87.626653,41.832925
4338,11767,4213,POINT (-87.80728881700003 41.965380186000004),HARLEM,LELAND,SB,FS,90,,HARWOOD HEIGHTS,1,Harlem & Leland,-87.80728882,41.96538019
4339,7201,4214,POINT (-87.58582200000001 41.74082900000002),STONY ISLAND,85TH STREET,SB,NS,28,,CHICAGO,1,Stony Island & 85th Street,-87.585822,41.740829
4340,7322,4215,POINT (-87.54723099900002 41.652063),BALTIMORE,134TH STREET,SB,NS,30,,CHICAGO,1,Baltimore & 134th Street,-87.547231,41.652063
4341,12858,4216,POINT (-87.72276900000003 41.776906),PULASKI,64TH STREET,SB,NS,53A,,CHICAGO,1,Pulaski & 64th Street,-87.722769,41.776906
4342,9010,4217,POINT (-87.72665325499997 41.92289175100001),PULASKI,BELDEN,SB,NS,53,N53,CHICAGO,1,Pulaski & Belden,-87.72665326,41.92289175
4343,9939,4218,POINT (-87.79533789300001 41.99014925099999),NORTHWEST HWY,NEOLA,SEB,NT,68,,CHICAGO,1,Northwest Hwy & Neola,-87.79533789,41.99014925
4344,4593,4219,POINT (-87.60985752800002 41.86651683100001),SOLIDARITY DR,LYNN WHITE DRIVE,WB,NT,"130,146",,CHICAGO,1,Solidarity Dr & Lynn White Drive,-87.60985753,41.86651683
4345,4595,4220,POINT (-87.61360400000001 41.86645499999997),SOLIDARITY DR,AQUARIUM,WB,MB,"130,146",,CHICAGO,1,Solidarity Drive & Aquarium,-87.613604,41.866455
4346,4591,4221,POINT (-87.61295815300002 41.866073571000015),SOLIDARITY DR,AQUARIUM,EB,MB,"130,146",,CHICAGO,1,Solidarity Drive & Aquarium,-87.61295815,41.86607357
4347,5698,4222,POINT (-87.70303628900001 41.95405852499999),IRVING PARK,SACRAMENTO,WB,NS,80,,CHICAGO,1,Irving Park & Sacramento,-87.70303629,41.95405853
4348,6215,4223,POINT (-87.66570190499999 41.843253421999975),ASHLAND,2700 SOUTH,NB,MB,9,N9,CHICAGO,1,2700 S Ashland,-87.66570191,41.84325342
4349,15921,4224,POINT (-87.62259049699998 41.86265688999998),INDIANA,1440 SOUTH,SB,MB,12,,CHICAGO,1,1440 S Indiana,-87.6225905,41.86265689
4350,9482,4225,POINT (-87.611998975 41.73660792499999),87TH STREET,EBERHART,WB,NT,87,,CHICAGO,1,87th Street & Eberhart,-87.61199898,41.73660793
4351,803,4226,POINT (-87.70823409000002 41.89901891599999),GRAND,AUGUSTA,WB,NS,65,,CHICAGO,6,Grand & Augusta,-87.70823409,41.89901892
4352,5721,4227,POINT (-87.754590801 41.95342732500001),IRVING PARK,LECLAIRE,WB,NS,80,,CHICAGO,1,Irving Park & Leclaire,-87.7545908,41.95342733
4353,2626,4228,POINT (-87.59538549899997 41.751445475000025),79TH STREET,WOODLAWN,WB,NS,79,N79,CHICAGO,1,79th Street & Woodlawn,-87.5953855,41.75144548
4354,2060,4229,POINT (-87.670305041 41.903383065000014),DIVISION,PAULINA (west leg),WB,NS,70,,CHICAGO,1,Division & Paulina,-87.67030504,41.90338307
4355,1261,4230,POINT (-87.73395235499999 41.924463807999985),FULLERTON,KILDARE,WB,NS,74,,CHICAGO,1,Fullerton & Kildare,-87.73395236,41.92446381
4356,14804,4231,POINT (-87.66898339699998 42.019088797999984),ROGERS,GREENVIEW,SWB,FS,"147,151",,CHICAGO,1,Rogers & Greenview,-87.6689834,42.0190888
4357,10464,4232,POINT (-87.74784896 42.01799858099997),SKOKIE BLVD,JEROME,SB,FS,54A,,SKOKIE,1,Skokie Blvd & Jerome,-87.74784896,42.01799858
4358,11497,4233,POINT (-87.71623978000002 41.99033152999999),PETERSON,ST. LOUIS,WB,NS,84,,CHICAGO,1,Peterson & St. Louis,-87.71623978,41.99033153
4359,1421,4234,POINT (-87.62505499999997 41.88835999999998),WACKER (upper),MICHIGAN,WB,FS,"2,6,10,134,135,136,146,148",,CHICAGO,1,Wacker (Upper) & Michigan,-87.625055,41.88836
4360,7589,4235,POINT (-87.61724514600002 41.65918848299998),130TH STREET,INDIANA (east leg),WB,NT,"34,108",N34,CHICAGO,1,130th Street & Indiana,-87.61724515,41.65918848
4361,244,4236,POINT (-87.742416403 41.87319817000002),HARRISON,KILPATRICK,WB,NS,7,,CHICAGO,1,Harrison & Kilpatrick,-87.7424164,41.87319817
4362,3264,4237,POINT (-87.70541677400001 41.77901154699998),63RD STREET,SPAULDING,WB,NS,63,N63,CHICAGO,1,63rd Street & Spaulding,-87.70541677,41.77901155
4363,92,4238,POINT (-87.65440719499998 41.87661687899998),VAN BUREN,ABERDEEN,WB,NS,126,,CHICAGO,1,Van Buren & Aberdeen,-87.6544072,41.87661688
4364,798,4239,POINT (-87.69907004100003 41.89539180899999),GRAND,CHICAGO,WB,NS,65,,CHICAGO,6,Grand & Chicago,-87.69907004,41.89539181
4365,4819,4240,POINT (-87.71097922899997 41.97577665099999),FOSTER,SPAULDING,WB,NS,"82,92,93",,CHICAGO,1,Foster & Spaulding,-87.71097923,41.97577665
4366,15910,4241,POINT (-87.69839333200002 41.735362237000004),87TH STREET,UTICA,WB,NT,87,,CHICAGO,1,87th Street & Utica,-87.69839333,41.73536224
4367,12604,4242,POINT (-87.76903084399999 41.945885636000014),ADDISON,MAJOR,WB,NS,152,,CHICAGO,1,Addison & Major,-87.76903084,41.94588564
4368,12369,4243,POINT (-87.68581211100002 41.69180425600001),111TH STREET,ROCKWELL,WB,NS,112,,CHICAGO,1,111th Street & Rockwell,-87.68581211,41.69180426
4369,2927,4244,POINT (-87.66171733099998 41.692176362),111TH STREET,ASHLAND,WB,NS,111,,CHICAGO,1,111th Street & Ashland,-87.66171733,41.69217636
4370,1271,4245,POINT (-87.758573609 41.92414478500001),FULLERTON,LOCKWOOD,WB,NS,74,,CHICAGO,1,Fullerton & Lockwood,-87.75857361,41.92414479
4371,12027,4246,POINT (-87.597228551 41.72586978700002),93RD STREET,GREENWOOD,WB,NS,"N5,95",N5,CHICAGO,1,93rd Street & Greenwood,-87.59722855,41.72586979
4372,10593,4247,POINT (-87.64152597100002 41.794423232999975),GARFIELD,LOWE,WB,MB,55,N55,CHICAGO,1,Garfield & Lowe,-87.64152597,41.79442323
4373,4122,4248,POINT (-87.72040457899999 41.91732058600002),ARMITAGE,RIDGEWAY,WB,MT,73,,CHICAGO,1,Armitage & Ridgeway,-87.72040458,41.91732059
4374,13049,4249,POINT (-87.62896225600002 41.78736873899999),59TH STREET,LASALLE,WB,NS,59,,CHICAGO,1,59th Street & LaSalle,-87.62896226,41.78736874
4375,8580,4250,POINT (-87.84631690100002 41.96660772600001),LAWRENCE,EAST RIVER RD,WB,NS,81W,,NORRIDGE,1,Lawrence & East River Rd,-87.8463169,41.96660773
4376,3780,4251,POINT (-87.658610544 41.969096186),LAWRENCE,RED LINE STATION,WB,MB,81,N81,CHICAGO,1,Lawrence Red Line Station,-87.65861054,41.96909619
4377,3337,4252,POINT (-87.77858194999999 41.774144412),65TH STREET,MOBILE,WB,NS,165,,CHICAGO,1,65th Street & Mobile,-87.77858195,41.77414441
4378,209,4253,POINT (-87.65445 41.874375999999984),HARRISON,1100 WEST,WB,MB,"7,60",N60,CHICAGO,1,1100 W Harrison,-87.65445,41.874376
4379,14236,4254,POINT (-87.717687764 42.06458034299999),CENTRAL STREET,CENTRAL PARK,WB,NS,"201,206",,EVANSTON,2,Central Street & Central Park,-87.71768776,42.06458034
4380,9218,4255,POINT (-87.69145946200001 41.801091337),51ST STREET,WASHTENAW,WB,NS,"51,94",,CHICAGO,1,51st Street & Washtenaw,-87.69145946,41.80109134
4381,3572,4256,POINT (-87.74949038099999 42.055391457999974),GOLF ROAD,ENTRANCE DRIVEWAY (LAMON),WB,FS,"54A,97,205",,SKOKIE,1,Golf Road & Lamon,-87.74949038,42.05539146
4382,5708,4257,POINT (-87.725088272 41.95379632700002),IRVING PARK,SPRINGFIELD,WB,NS,80,,CHICAGO,1,Irving Park & Springfield,-87.72508827,41.95379633
4383,950,4258,POINT (-87.68953035700002 41.910367493000024),NORTH AVENUE,CAMPBELL,WB,NS,72,,CHICAGO,1,North Ave & Campbell,-87.68953036,41.91036749
4384,12117,4259,POINT (-87.56787085500002 41.722623736),95TH STREET,2300 E. SHOPPING CNTR DWY,WB,NT,100,,CHICAGO,1,2300 E 95th Street,-87.56787086,41.72262374
4385,11394,4260,POINT (-87.72519522900001 41.961032278999994),MONTROSE,SPRINGFIELD,WB,NS,78,,CHICAGO,1,Montrose & Springfield,-87.72519523,41.96103228
4386,15111,4261,POINT (-87.62780224 41.73620582699999),87TH STREET,Mall Entrance,EB,NS,87,N87,CHICAGO,1,87th Street & 200 West,-87.62780224,41.73620583
4387,5641,4262,POINT (-87.721573551 41.953628149),IRVING PARK,RIDGEWAY,EB,NS,80,,CHICAGO,1,Irving Park & Ridgeway,-87.72157355,41.95362815
4388,14318,4263,POINT (-87.68018020699998 42.03760391499998),CHICAGO AVENUE,GREENLEAF,SB,NS,205,,EVANSTON,2,Chicago Avenue & Greenleaf,-87.68018021,42.03760392
4389,2921,4264,POINT (-87.649525976 41.69231178899997),111TH STREET,ABERDEEN,WB,NS,111,,CHICAGO,1,111th Street & Aberdeen,-87.64952598,41.69231179
4390,15672,4265,POINT (-87.64467027500001 41.89130044900003),GRAND,DESPLAINES,WB,FS,65,,CHICAGO,1,Grand & Desplaines,-87.64467028,41.89130045
4391,11072,4266,POINT (-87.714901725 41.93201998799998),DIVERSEY,ST. LOUIS,WB,MT,76,,CHICAGO,1,Diversey & St. Louis,-87.71490173,41.93201999
4392,9337,4267,POINT (-87.77500255299998 41.938537285999985),BELMONT,MASON,WB,MT,77,N77,CHICAGO,1,Belmont & Mason,-87.77500255,41.93853729
4393,3324,4268,POINT (-87.748754152 41.77474385800002),65TH STREET,LECLAIRE,WB,NS,165,,CHICAGO,1,65th Street & Leclaire,-87.74875415,41.77474386
4394,6409,4269,POINT (-87.731364423 41.844227226999976),26TH STREET,KILDARE (east leg),WB,FS,60,N60,CHICAGO,1,26th Street & Kildare,-87.73136442,41.84422723
4395,1001,4270,POINT (-87.80372401699998 41.909002063),NORTH AVENUE,NEVA,WB,NS,72,,CHICAGO,1,North Ave & Neva,-87.80372402,41.90900206
4396,10626,4271,POINT (-87.72085399999997 41.793294),55TH STREET,SPRINGFIELD,WB,FS,55,,CHICAGO,1,55th Street & Springfield,-87.720854,41.793294
4397,9692,4272,POINT (-87.78306761300001 41.968532469000024),GUNNISON,MELVINA (west leg),WB,NS,81W,,CHICAGO,1,Gunnison & Melvina,-87.78306761,41.96853247
4398,10596,4273,POINT (-87.647970682 41.794318707),GARFIELD,PEORIA,WB,FS,55,N55,CHICAGO,1,Garfield & Peoria,-87.64797068,41.79431871
4399,9326,4274,POINT (-87.749190462 41.93884091799998),BELMONT,LAMON,WB,NS,77,N77,CHICAGO,1,Belmont & Lamon,-87.74919046,41.93884092
4400,494,4275,POINT (-87.74059799899999 41.88065000099999),MADISON,KENTON (west leg),WB,MT,20,N20,CHICAGO,1,Madison & Kenton,-87.740598,41.88065
4401,4109,4276,POINT (-87.69468615599999 41.917573636999975),ARMITAGE,WASHTENAW,WB,MT,73,,CHICAGO,1,Armitage & Washtenaw,-87.69468616,41.91757364
4402,12068,4277,POINT (-87.68004926600003 42.00891568999998),LUNT,DAMEN,WB,NS,96,,CHICAGO,1,Lunt & Damen,-87.68004927,42.00891569
4403,934,4278,POINT (-87.65404663499999 41.910866449000025),NORTH AVENUE,SHEFFIELD/KINGSBURY,WB,NS,"N9,72",N9,CHICAGO,1,North Ave & Sheffield/Kingsbury,-87.65404664,41.91086645
4404,11380,4279,POINT (-87.691491434 41.96135052300002),MONTROSE,CAMPBELL (east leg),WB,FS,78,,CHICAGO,1,Montrose & Campbell,-87.69149143,41.96135052
4405,9750,4280,POINT (-87.83321262700002 41.966773982999996),LAWRENCE,PITTSBURGH,WB,NS,81W,,NORRIDGE,1,Lawrence & Pittsburgh,-87.83321263,41.96677398
4406,6957,4281,POINT (-87.76865548199999 41.851025162999974),CERMAK,58TH AVENUE,WB,NS,"21,322",,CICERO,1,Cermak & 58th Avenue,-87.76865548,41.85102516
4407,15862,4282,POINT (-87.79355163999998 41.85060619500001),CERMAK,OAK PARK,WB,FS,"21,322",,BERWYN,1,Cermak & Oak Park,-87.79355164,41.8506062
4408,9532,4283,POINT (-87.73827622699997 41.734684535999975),87TH STREET,KILPATRICK,WB,NS,87,,CHICAGO,1,87th Street & Kilpatrick,-87.73827623,41.73468454
4409,842,4284,POINT (-87.79750551199999 41.923663497999996),GRAND,NEW ENGLAND (west leg),WB,NS,"65,74",,CHICAGO,1,Grand & New England,-87.79750551,41.9236635
4410,6883,4285,POINT (-87.71727527299998 41.85171943199998),CERMAK,LAWNDALE,WB,NS,21,,CHICAGO,1,Cermak & Lawndale,-87.71727527,41.85171943
4411,6812,4286,POINT (-87.65861917699999 41.858004892),18TH STREET,THROOP,WB,NS,18,,CHICAGO,1,18th Street & Throop,-87.65861918,41.85800489
4412,6842,4287,POINT (-87.73710725299998 41.858808544),16TH STREET,KILBOURN,WB,NS,18,,CHICAGO,1,16th Street & Kilbourn,-87.73710725,41.85880854
4413,9196,4288,POINT (-87.64169059900001 41.80170584000001),51ST STREET,601 WEST,WB,MB,51,,CHICAGO,1,601 W 51st Street,-87.6416906,41.80170584
4414,2843,4289,POINT (-87.61536368700001 41.68547410100001),115TH STREET,FOREST,WB,NS,115,,CHICAGO,6,115th Street & Forest,-87.61536369,41.6854741
4415,5277,4290,POINT (-87.56949451600002 41.713512433000005),100TH STREET,PAXTON,WB,FS,"J14,15",,CHICAGO,1,100th Street & Paxton,-87.56949452,41.71351243
4416,224,4291,POINT (-87.69840499899999 41.873808999999994),HARRISON,FRANCISCO,WB,NS,7,,CHICAGO,1,Harrison & Francisco,-87.698405,41.873809
4417,7148,4292,POINT (-87.60887595399998 41.809556977),47TH STREET,LANGLEY,WB,NS,47,,CHICAGO,1,47th Street & Langley,-87.60887595,41.80955698
4418,4291,4293,POINT (-87.693327001 41.77556100100003),CALIFORNIA,65TH STREET,SB,NS,94,,CHICAGO,1,California & 65th Street,-87.693327,41.775561
4419,3017,4294,POINT (-87.69698599899999 41.90565600000002),CALIFORNIA,EVERGREEN,SB,MT,52,,CHICAGO,1,California & Evergreen,-87.696986,41.905656
4420,4872,4295,POINT (-87.620748945 41.87037190199999),COLUMBUS,11TH ST.PEDESTRIAN BRIDGE,SB,MB,"2,6,10,J14,26,28,128",,CHICAGO,1,1100 S Columbus (Pedestrian Underpass),-87.62074895,41.8703719
